background,justClass,processedRace,processedWeapons
Criminal,Monk,Human,Quarterstaff|Dart|Unarmed Strike
Urchin,Rogue,Human,Rapier|Shortbow|Dagger
Soldier,Barbarian,Goliath,Maul|Greatclub|Javelin
Noble,Wizard,Dragonborn,Dagger|Quarterstaff|Dart
Acolyte,Fighter,Dwarf,Battleaxe|Battleaxe|Handaxe|Sling|Warhammer
Folk Hero,Ranger,Half-Elf,Shortsword|Longbow|Glaive|Rapier|Dagger|Longsword
Noble,Wizard,Elf,"Quarterstaff|Shortsword|Crossbow, Light|Rapier|Dagger"
Sage,Wizard,Gnome,Quarterstaff
Folk Hero,Rogue,Gnome,Rapier|Shortbow|Dagger
Sage,Cleric,Dragonborn,"Mace|Crossbow, Light"
Urchin,Wizard,Elf,Longbow|Rapier|Dagger
Entertainer,Monk,Elf,Shortsword|Dart|Unarmed Strike
Criminal,Monk,Half-Elf,Shortsword|Dart|Unarmed Strike
Entertainer,Bard,Human,Rapier|Dagger
Hermit,Cleric,Human,"Mace|Crossbow, Light"
Folk Hero,Fighter,Dwarf,"Warhammer|Crossbow, Light"
Folk Hero,Wizard,Gnome,Quarterstaff
Sage,Wizard,Gnome,Quarterstaff
Acolyte,Paladin,Dragonborn,"Warhammer|Greatsword|Longsword|Crossbow, hand"
Urchin,Fighter,Human,"Shortsword|Crossbow, Heavy"
Urchin,Warlock,Human,"Crossbow, Light|Dagger"
Folk Hero,Paladin,Human,Rapier|Javelin
Folk Hero,Rogue,Elf,Shortsword|Shortbow|Dagger
Hermit,Monk,Elf,Quarterstaff|Dart|Unarmed Strike|Spear
Sage,Cleric,Half-Elf,"Mace|Crossbow, Light"
Acolyte,Cleric,Elf,"Mace|Crossbow, Light|Longsword"
Acolyte,Ranger,Elf,Shortsword|Longbow
Soldier,Paladin,Human,Glaive|Pike|Javelin
Sailor,Cleric,Dwarf,Warhammer|Javelin
Acolyte,Cleric,Turtle,"Mace|Crossbow, Light"
Criminal,Warlock,Gnome,"Crossbow, Light|Dagger"
Sage,Wizard,Elf,Quarterstaff
Soldier,Fighter,Dragonborn,Greatsword|Longbow|Handaxe|Dagger|Unarmed Strike
Sage,Wizard,Gnome,"Dagger|Crossbow, Light"
Sailor,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Soldier,Fighter,Goliath,"Greataxe|Warhammer|Crossbow, Light"
Charlatan,Bard,Halfling,Shortbow|Dagger
Entertainer,Bard,Human,Rapier|Dagger
Criminal,Rogue,Tiefling,"Rapier|Dagger|Crossbow, Light"
Folk Hero,Rogue,Elf,Shortsword|Shortbow|Dagger
Knight,Cleric,Human,Warhammer|Mace
Noble,Fighter,Human,Greataxe|Javelin
Sailor,Wizard,Elf,Quarterstaff
Sage,Paladin,Dragonborn,Longsword|Javelin|Halberd
Acolyte,Cleric,Human,Mace|Club|Spear
Outlander,Druid,Elf,Quarterstaff|Quarterstaff
Acolyte,Cleric,Dragonborn,"Mace|Crossbow, Light"
Sailor,Bard,Halfling,Longsword|Dagger
Sailor,Bard,Halfling,Longsword|Dagger
Outlander,Druid,Tiefling,Shortbow|Dagger
Entertainer,Ranger,Elf,Shortsword|Longbow
Criminal,Bard,Human,Dagger|Unarmed Strike
Noble,Sorcerer,Half-Elf,"Crossbow, Light|Dagger"
Sage,Wizard,Gnome,Quarterstaff
Outlander,Druid,Human,Quarterstaff
Sage,Wizard,Elf,Dagger
Urchin,Sorcerer,Half-Elf,"Dagger|Crossbow, Light"
Hermit,Druid,Firbolg,None
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Outlander,Monk,Tabaxi,Shortsword|Dart|Unarmed Strike
Charlatan,Sorcerer,Tiefling,"Crossbow, Light|Dagger"
Entertainer,Bard,Half-Elf,Rapier|Dagger
Acolyte,Paladin,Aasimar,Longsword|Javelin
Noble,Cleric,Human,"Mace|Crossbow, Light"
Outlander,Druid,Human,Quarterstaff
Hermit,Druid,Firbolg,Quarterstaff|Scimitar
Outlander,Barbarian,Halfling,Greatsword|Spear|Javelin|Shortsword
Acolyte,Cleric,Turtle,"Mace|Crossbow, Light"
Criminal,Rogue,Halfling,Shortsword|Shortbow
Folk Hero,Sorcerer,Gnome,"Dagger|Crossbow, Light"
Acolyte,Cleric,Human,"Crossbow, hand|Warhammer"
Acolyte,Cleric,Half-Elf,"Mace|Crossbow, Light"
Acolyte,Paladin,Tiefling,"Glaive|Crossbow, Heavy|Javelin"
Entertainer,Bard,Dwarf,Longsword|Dagger
Sailor,Wizard,Elf,Dagger|Whip
Outlander,Ranger,Human,Shortsword|Longbow|Maul|Maul
Sage,Sorcerer,Human,"Crossbow, Light|Crossbow, hand"
Outlander,Druid,Elf,Shortbow|Scimitar
Folk Hero,Fighter,Tabaxi,Longbow|Rapier|Longbow
Hermit,Monk,Human,Shortsword|Dart|Unarmed Strike
Soldier,Fighter,Human,"Battleaxe|Crossbow, Light"
Soldier,Fighter,Elf,"Longbow|Shortsword|Crossbow, Light"
Soldier,Barbarian,Dwarf,Handaxe|Javelin|Greataxe
Outlander,Ranger,Tabaxi,Dagger|Dagger|Longbow
Charlatan,Ranger,Tabaxi,Dagger|Dagger|Longbow
Soldier,Fighter,Human,Battleaxe|Battleaxe|Handaxe
Guild Artisan,Wizard,Gnome,Quarterstaff
Sage,Druid,Elf,Scimitar
Entertainer,Bard,Tiefling,"Crossbow, Light|Dagger"
Outlander,Cleric,Gnome,Mace|Shortbow
Outlander,Druid,Gnome,None
Outlander,Paladin,Gnome,War pick|Battleaxe|Unarmed Strike
Acolyte,Barbarian,Tiefling,Halberd|Sling|Javelin
Outlander,Ranger,Gnome,Longbow|Shortsword|Shortsword
Sage,Sorcerer,Gnome,Dagger
Outlander,Paladin,Dragonborn,Javelin|Longsword
Criminal,Rogue,Human,Rapier|Shortbow|Dagger
Soldier,Cleric,Dwarf,Warhammer|Handaxe
Hermit,Monk,Tabaxi,Dart|Unarmed Strike|Spear
Folk Hero,Monk,Turtle,Dart|Unarmed Strike
Criminal,Rogue,Elf,Rapier|Shortbow|Dagger
Sage,Wizard,Genasi,Dagger
Criminal,Monk,Half-Elf,Unarmed Strike
Noble,Cleric,Elf,Mace|Dagger
Folk Hero,Fighter,Gnome,Lance|Handaxe
Sailor,Ranger,Elf,Longbow|Rapier
Hermit,Paladin,Tiefling,Longsword
Outlander,Ranger,Turtle,Quarterstaff|Quarterstaff|Longbow
Noble,Paladin,Human,Longsword|Javelin
Charlatan,Bard,Halfling,Longsword|Dagger
Entertainer,Druid,Half-Elf,Sling|Quarterstaff
Charlatan,Sorcerer,Dragonborn,Quarterstaff|Dagger
Hermit,Druid,Elf,Scimitar
Noble,Cleric,Elf,Mace|Longsword|Dagger|Longbow
Folk Hero,Paladin,Human,Rapier|Rapier|Javelin
Soldier,Fighter,Human,Longsword|Shortsword|Handaxe
Acolyte,Paladin,Half-Elf,Rapier|Javelin
Hermit,Rogue,Elf,Rapier|Shortbow|Dagger
Sage,Sorcerer,Half-Elf,Spear|Dagger|Sickle
Urchin,Warlock,Half-Elf,Quarterstaff|Light hammer|Dagger
Hermit,Fighter,Dragonborn,Longsword|Javelin
Criminal,Warlock,Goblin,Club|Handaxe|Dagger
Soldier,Fighter,Dragonborn,"Battleaxe|Longbow|Crossbow, Light"
Sailor,Barbarian,Half-Orc,Greataxe|Javelin|Maul
Sage,Wizard,Human,Quarterstaff
Entertainer,Paladin,Warforged,Longsword|Rapier|Javelin
Folk Hero,Druid,Halfling,Scimitar
Sage,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Entertainer,Wizard,Gnome,Quarterstaff
Outlander,Rogue,Human,Rapier|Shortsword|Dagger
Soldier,Barbarian,Human,Greataxe|Handaxe|Javelin
Urchin,Fighter,Human,"Longsword|Crossbow, Light"
Soldier,Fighter,Human,Glaive|Javelin|Spear
Acolyte,Cleric,Warforged,"Mace|Crossbow, Light"
Entertainer,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Soldier,Barbarian,Aasimar,Glaive|Spear|Javelin
Acolyte,Warlock,Human,Dagger|Dagger
Sage,Cleric,Dwarf,Mace
Criminal,Barbarian,Half-Orc,Longsword|Handaxe|Javelin
Acolyte,Cleric,Goliath,Warhammer|Handaxe
Criminal,Rogue,Goblin,Shortsword|Shortbow|Dagger
Outlander,Sorcerer,Tiefling,Dagger
Hermit,Monk,Custom,Shortsword|Dart|Unarmed Strike
Criminal,Warlock,Goblin,"Crossbow, Light|Dagger"
Sage,Druid,Dwarf,None
Sailor,Rogue,Custom,Rapier|Shortbow|Dagger
Outlander,Ranger,Custom,Shortsword|Longbow|Quarterstaff
Soldier,Fighter,Custom,Greatsword|Longsword|Handaxe
Acolyte,Cleric,Custom,Dagger|Battleaxe
Sage,Wizard,Custom,Quarterstaff
Folk Hero,Cleric,Turtle,"Mace|Crossbow, Light"
Entertainer,Artificer,Elf,"Quarterstaff|Dagger|Crossbow, Light"
Outlander,Barbarian,Halfling,Rapier|Handaxe|Javelin
Outlander,Ranger,Gnome,Light hammer|Handaxe|Shortbow
Guild Artisan,Artificer,Halfling,"Crossbow, Light|Light hammer|Crossbow, Light"
Folk Hero,Fighter,Elf,Longbow|Rapier|Handaxe
Entertainer,Warlock,Tiefling,"Crossbow, Light|Dagger"
Hermit,Druid,Tiefling,Scimitar
Noble,Sorcerer,Tiefling,Quarterstaff|Dagger
Soldier,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Acolyte,Druid,Elf,Scimitar
Entertainer,Barbarian,Goliath,Greataxe|Handaxe|Javelin
Noble,Warlock,Tiefling,"Crossbow, Light|Dagger"
Folk Hero,Fighter,Human,"Longsword|Crossbow, Light"
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Criminal,Rogue,Halfling,Rapier|Shortbow|Dagger
Sage,Wizard,Human,Dagger
Hermit,Ranger,Elf,Handaxe|Handaxe|Longbow
Urchin,Cleric,Human,"Mace|Crossbow, Light"
Guild Artisan,Wizard,Human,Dagger
Soldier,Barbarian,Goliath,Greatsword|Handaxe|Javelin
Hermit,Druid,Firbolg,None
Outlander,Fighter,Halfling,"Longbow|Shortsword|Crossbow, Heavy|Crossbow, Light"
Guild Artisan,Bard,Human,Rapier|Dagger
Folk Hero,Paladin,Aasimar,Greatsword
Hermit,Druid,Tiefling,Scimitar
Sage,Fighter,Custom,"Greatsword|Crossbow, Light"
Soldier,Fighter,Warforged,"Greatsword|Crossbow, Light"
Folk Hero,Paladin,Human,Longsword
Charlatan,Rogue,Halfling,Rapier|Shortbow|Dagger
Entertainer,Bard,Human,Rapier|Dagger
Acolyte,Cleric,Elf,Mace
Charlatan,Rogue,Dwarf,Shortsword|Shortsword|Dagger
Acolyte,Paladin,Tiefling,Glaive|Dagger
Urchin,Monk,Half-Orc,Shortsword|Dart|Unarmed Strike
Sage,Warlock,Dragonborn,Mace|Spear|Dagger
Noble,Fighter,Human,"Longsword|Crossbow, Light|Mace|Glaive"
Soldier,Cleric,Human,"Mace|Crossbow, Heavy"
Sage,Ranger,Elf,Shortsword|Longbow
Sage,Wizard,Dragonborn,Quarterstaff
Soldier,Cleric,Dragonborn,Mace|Spear
Charlatan,Warlock,Tiefling,"Crossbow, Light|Dagger"
Hermit,Druid,Human,Dagger|Sling
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Outlander,Rogue,Warforged,Rapier|Shortbow|Dagger
Acolyte,Cleric,Human,Mace
Guild Artisan,Warlock,Human,Dagger|Longsword
Soldier,Fighter,Warforged,"Scimitar|Crossbow, Light"
Guild Artisan,Bard,Human,Rapier|Dagger
Urchin,Ranger,Elf,Shortsword|Longbow
Outlander,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Urchin,Wizard,Genasi,Quarterstaff
Entertainer,Bard,Human,Rapier|Dagger
Entertainer,Sorcerer,Elf,Dagger
Urchin,Rogue,Tiefling,Rapier|Shortbow|Dagger
Guild Artisan,Artificer,Warforged,"Dagger|Quarterstaff|Crossbow, Light"
Hermit,Monk,Dragonborn,Shortsword|Dart|Unarmed Strike
Soldier,Fighter,Tabaxi,"Longsword|Crossbow, Light"
Sage,Druid,Tiefling,Scimitar
Noble,Fighter,Elf,Greatsword|Greataxe|Handaxe
Urchin,Rogue,Goblin,Rapier|Shortbow|Dagger
Entertainer,Bard,Dwarf,"Rapier|Crossbow, Light"
Outlander,Ranger,Elf,Handaxe|Sickle|Longbow
Sage,Druid,Halfling,Quarterstaff|Sickle
Charlatan,Ranger,Elf,Shortsword|Longbow
Criminal,Rogue,Human,Rapier|Shortbow|Dagger
Soldier,Cleric,Warforged,"Warhammer|Crossbow, Light"
Charlatan,Rogue,Gnome,Shortsword|Shortbow|Dagger
Acolyte,Cleric,Elf,"Mace|Crossbow, Light"
Criminal,Rogue,Elf,Rapier|Shortbow|Dagger
Acolyte,Cleric,Half-Elf,Warhammer|Spear
Outlander,Ranger,Custom,Dagger|Spear
Hermit,Druid,Firbolg,None
Folk Hero,Monk,Turtle,Quarterstaff|Dart|Unarmed Strike
Noble,Sorcerer,Human,"Dagger|Crossbow, Light"
Sage,Warlock,Tiefling,"Crossbow, Light|Dagger"
Acolyte,Monk,Genasi,Shortsword|Dart|Unarmed Strike
Entertainer,Monk,Half-Elf,Shortsword|Dart|Unarmed Strike
Criminal,Ranger,Tabaxi,Shortsword|Longbow
Noble,Wizard,Elf,Quarterstaff
Acolyte,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Outlander,Barbarian,Goliath,Greataxe|Handaxe|Javelin
Noble,Wizard,Elf,Quarterstaff
Entertainer,Monk,Dragonborn,Quarterstaff|Dart|Unarmed Strike
Acolyte,Cleric,Elf,Mace|Shortbow
Hermit,Druid,Elf,Shortbow|Scimitar
Outlander,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Urchin,Rogue,Elf,Shortsword|Shortbow|Dagger
Soldier,Warlock,Tiefling,"Crossbow, Light|Dagger|Longsword"
Entertainer,Bard,Halfling,Rapier|Dagger
Acolyte,Paladin,Dwarf,Battleaxe|Warhammer
Outlander,Paladin,Turtle,Greatsword|Javelin
Outlander,Barbarian,Goliath,Greataxe|Handaxe|Javelin
Outlander,Cleric,Human,"Mace|Crossbow, Light"
Noble,Bard,Human,Rapier|Dagger
Noble,Fighter,Human,"Longbow|Shortsword|Shortsword|Crossbow, Light"
Outlander,Barbarian,Goliath,Greataxe|Handaxe|Javelin
Charlatan,Bard,Tiefling,Rapier|Dagger
Criminal,Fighter,Half-Elf,Longsword|Handaxe
Charlatan,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Hermit,Druid,Tabaxi,Quarterstaff|Scimitar
Acolyte,Bard,Aasimar,Quarterstaff|Dagger
Soldier,Fighter,Dwarf,Greataxe|Handaxe
Outlander,Ranger,Elf,Shortsword|Longbow
Acolyte,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Charlatan,Rogue,Tiefling,Shortsword|Shortbow|Dagger
Urchin,Barbarian,Gnome,Halberd|Greatclub|Javelin
Noble,Warlock,Dragonborn,Sickle|Handaxe|Dagger
Noble,Cleric,Human,Sling|Dagger
Outlander,Barbarian,Half-Elf,Glaive|Handaxe|Javelin
Criminal,Rogue,Gnome,Rapier|Shortbow|Dagger
Outlander,Druid,Half-Elf,Scimitar
Folk Hero,Fighter,Human,"Longsword|Crossbow, Light"
Charlatan,Rogue,Goblin,Rapier|Shortbow|Dagger
Acolyte,Monk,Half-Elf,Mace|Dart|Unarmed Strike
Knight,Paladin,Human,Longsword|Javelin
Criminal,Rogue,Goblin,Rapier|Shortsword|Dagger
Outlander,Ranger,Elf,Shortsword|Longbow
Outlander,Ranger,Genasi,Shortsword|Longbow
Outlander,Sorcerer,Dwarf,"Crossbow, Light|Dagger"
Knight,Cleric,Warforged,"Mace|Crossbow, Light"
Sage,Wizard,Elf,Quarterstaff
Sailor,Cleric,Elf,Mace
Sailor,Cleric,Elf,Mace
Noble,Fighter,Human,"Greatsword|Handaxe|Crossbow, Heavy"
Noble,Wizard,Elf,"Dagger|Crossbow, Light"
Acolyte,Ranger,Half-Orc,Handaxe|Handaxe|Longbow
Hermit,Druid,Human,None
Outlander,Ranger,Dwarf,Shortsword|Longbow
Sage,Wizard,Elf,Dagger
Folk Hero,Cleric,Dwarf,"Mace|Crossbow, Light"
Guild Artisan,Sorcerer,Human,"Crossbow, Light|Dagger"
Soldier,Cleric,Dragonborn,"Warhammer|Crossbow, Light"
Charlatan,Warlock,Custom,"Crossbow, Light|Dagger|Whip"
Soldier,Fighter,Half-Orc,"Greataxe|Pike|Crossbow, Light"
Urchin,Bard,Human,Rapier|Dagger
Sage,Sorcerer,Dragonborn,Quarterstaff|Dagger
Urchin,Rogue,Halfling,Rapier|Shortbow|Dagger
Sailor,Fighter,Human,"Crossbow, Light"
Charlatan,Cleric,Tiefling,"Mace|Crossbow, Light|Warhammer|Flail|Sling"
Sage,Wizard,Turtle,Quarterstaff
Urchin,Rogue,Tabaxi,Shortsword|Shortbow|Dagger
Folk Hero,Paladin,Human,Longsword|Lance|Javelin
Hermit,Ranger,Half-Orc,Shortsword|Longbow
Charlatan,Cleric,Dragonborn,"Mace|Crossbow, Light"
Knight,Paladin,Human,Greatsword|Longbow|Quarterstaff
Noble,Bard,Dwarf,Rapier|Dagger
Acolyte,Wizard,Elf,Dagger
Criminal,Monk,Human,Dagger|Unarmed Strike
Hermit,Cleric,Human,"Mace|Crossbow, Light"
Soldier,Ranger,Elf,Shortsword|Longbow
Sailor,Rogue,Halfling,Rapier|Shortbow|Dagger
Outlander,Druid,Human,Scimitar
Guild Artisan,Cleric,Dwarf,Warhammer|Handaxe
Noble,Paladin,Dragonborn,Greatsword|Javelin
Entertainer,Bard,Tiefling,Rapier|Dagger
Charlatan,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Entertainer,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Sage,Druid,Half-Elf,Scimitar
Acolyte,Paladin,Dragonborn,Rapier|Dagger
Urchin,Monk,Human,Shortsword|Dart|Unarmed Strike
Acolyte,Cleric,Half-Orc,"Warhammer|Crossbow, Light"
Sage,Ranger,Halfling,Shortsword|Longbow
Noble,Fighter,Dwarf,"Warhammer|Crossbow, Light"
Folk Hero,Bard,Goblin,"Crossbow, Light|Dagger"
Hermit,Cleric,Genasi,"Mace|Crossbow, Light"
Entertainer,Bard,Goliath,Javelin|Dagger
Noble,Ranger,Elf,Unarmed Strike|Unarmed Strike|Longbow
Soldier,Barbarian,Human,Greataxe|Handaxe|Javelin
Hermit,Wizard,Elf,Quarterstaff|Longsword|Longbow
Noble,Ranger,Elf,Dagger|Handaxe|Longbow
Criminal,Cleric,Half-Orc,Mace|Handaxe
Soldier,Fighter,Dragonborn,Maul|Handaxe
Entertainer,Paladin,Dwarf,Morningstar|Javelin
Entertainer,Monk,Tabaxi,Dagger|Dart|Unarmed Strike
Outlander,Ranger,Elf,Shortsword|Longbow
Criminal,Ranger,Elf,Shortsword|Longbow
Soldier,Warlock,Half-Elf,Dagger
Acolyte,Cleric,Dwarf,"Mace|Crossbow, Light"
Outlander,Ranger,Genasi,Shortsword|Longbow
Hermit,Sorcerer,Half-Elf,Spear|Dagger
Urchin,Rogue,Tiefling,Rapier|Shortbow|Dagger
Soldier,Fighter,Dwarf,Handaxe|Warhammer
Hermit,Monk,Dragonborn,Quarterstaff|Dart|Unarmed Strike
Entertainer,Bard,Halfling,Dagger|Rapier
Criminal,Bard,Human,Rapier|Dagger
Criminal,Bard,Human,Rapier|Dagger
Soldier,Fighter,Human,"Glaive|Trident|Crossbow, Light"
Criminal,Rogue,Human,Shortsword|Shortbow|Dagger
Charlatan,Bard,Half-Elf,Dagger|Shortsword
Outlander,Ranger,Elf,Shortsword|Longbow
Soldier,Fighter,Human,Longbow|Glaive
Soldier,Fighter,Half-Orc,Longsword|Handaxe
Noble,Rogue,Halfling,Shortsword|Shortbow|Dagger
Outlander,Paladin,Elf,Longsword|Longbow|Javelin
Hermit,Cleric,Dragonborn,"Warhammer|Crossbow, Light"
Sailor,Artificer,Warforged,"Shortbow|Light hammer|Crossbow, Light"
Entertainer,Monk,Tabaxi,Dagger|Dart|Unarmed Strike
Noble,Cleric,Human,Mace
Soldier,Paladin,Dragonborn,Warhammer|Javelin
Guild Artisan,Fighter,Dwarf,"Battleaxe|Battleaxe|Crossbow, Light"
Folk Hero,Barbarian,Human,Greatsword|Handaxe|Javelin
Soldier,Fighter,Human,"Longsword|Crossbow, Light"
Acolyte,Cleric,Elf,"Mace|Crossbow, Light"
Sage,Wizard,Human,Quarterstaff
Soldier,Fighter,Human,"Longsword|Crossbow, Light"
Outlander,Barbarian,Dwarf,Maul|Handaxe|Javelin
Criminal,Ranger,Goblin,Shortsword|Longbow
Charlatan,Sorcerer,Tiefling,"Crossbow, Light|Dagger"
Folk Hero,Cleric,Human,"Warhammer|Crossbow, Light"
Soldier,Cleric,Dwarf,None
Hermit,Ranger,Human,None
Criminal,Rogue,Tiefling,Rapier|Shortbow|Dagger
Folk Hero,Ranger,Elf,Shortsword|Longbow
Sage,Wizard,Human,Quarterstaff
Criminal,Rogue,Gnome,Shortsword|Shortbow|Dagger
Soldier,Fighter,Human,"Longbow|Rapier|Crossbow, hand|Crossbow, Light"
Hermit,Druid,Dragonborn,None
Entertainer,Fighter,Human,Flail|Spear|Halberd
Criminal,Rogue,Elf,Shortsword|Shortbow|Dagger
Hermit,Druid,Warforged,Scimitar
Soldier,Fighter,Human,Glaive|Longsword|Handaxe
Soldier,Fighter,Human,Glaive|Longsword|Handaxe
Criminal,Rogue,Goblin,Rapier|Shortbow|Dagger
Outlander,Ranger,Half-Elf,Shortsword|Longbow
Soldier,Barbarian,Tiefling,Maul|Handaxe|Javelin
Soldier,Paladin,Custom,Rapier|Sickle
Criminal,Barbarian,Elf,Handaxe|Javelin|Rapier
Soldier,Barbarian,Dragonborn,Greataxe|Handaxe|Javelin
Criminal,Rogue,Tabaxi,Rapier|Shortbow|Dagger
Acolyte,Wizard,Elf,Quarterstaff
Outlander,Ranger,Human,Shortsword|Longbow
Entertainer,Bard,Dwarf,Shortbow|Dagger
Outlander,Druid,Dwarf,None
Soldier,Fighter,Goliath,"Greatsword|Longsword|Crossbow, Light"
Charlatan,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Hermit,Monk,Human,Spear|Dart|Unarmed Strike
Criminal,Sorcerer,Gnome,"Dagger|Crossbow, hand"
Criminal,Bard,Tiefling,Longsword|Dagger
Urchin,Fighter,Human,"Trident|Crossbow, Light"
Sage,Wizard,Gnome,Quarterstaff
Folk Hero,Paladin,Dragonborn,Greatsword|Shortsword|Dagger
Noble,Warlock,Human,"Crossbow, Light|Dagger"
Acolyte,Wizard,Human,Quarterstaff
Criminal,Warlock,Half-Elf,"Dagger|Crossbow, Light|Longsword"
Sage,Warlock,Aasimar,"Crossbow, Light|Dagger"
Acolyte,Cleric,Dwarf,"Mace|Crossbow, Light"
Criminal,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Entertainer,Cleric,Halfling,"Mace|Crossbow, Light"
Soldier,Fighter,Dragonborn,Longbow|Longsword|Longbow|Handaxe
Noble,Cleric,Halfling,Mace
Acolyte,Paladin,Tiefling,Longsword|Javelin
Hermit,Cleric,Human,Mace|Handaxe
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Noble,Fighter,Half-Elf,"Longbow|Longsword|Longsword|Crossbow, Light"
Outlander,Rogue,Half-Elf,Shortsword|Shortbow|Dagger
Outlander,Barbarian,Goblin,Greataxe|Handaxe|Javelin
Folk Hero,Rogue,Tabaxi,Shortsword|Shortbow|Dagger
Charlatan,Wizard,Dragonborn,Quarterstaff
Outlander,Ranger,Half-Elf,Shortsword|Longbow
Soldier,Fighter,Half-Orc,Longbow|Longbow|Maul|Handaxe
Acolyte,Cleric,Dwarf,Warhammer|Mace
Criminal,Rogue,Halfling,Shortsword|Shortbow|Dagger
Sage,Wizard,Tiefling,Quarterstaff
Sage,Druid,Tiefling,Dart|Quarterstaff|Unarmed Strike
Criminal,Rogue,Halfling,Rapier|Shortbow|Dagger
Outlander,Druid,Tiefling,None
Sage,Warlock,Aasimar,Dagger
Outlander,Druid,Gnome,Quarterstaff|Dagger
Guild Artisan,Cleric,Dwarf,Warhammer
Sage,Wizard,Elf,Dagger
Criminal,Rogue,Halfling,Shortsword|Shortbow|Dagger
Entertainer,Bard,Half-Elf,Longsword|Dagger
Soldier,Fighter,Human,Handaxe
Entertainer,Bard,Human,Rapier|Dagger
Noble,Monk,Tabaxi,Quarterstaff|Dart|Unarmed Strike
Guild Artisan,Druid,Half-Elf,Scimitar
Charlatan,Sorcerer,Half-Elf,"Quarterstaff|Dagger|Crossbow, Light"
Sailor,Monk,Turtle,Spear|Dart|Unarmed Strike
Hermit,Druid,Firbolg,Handaxe|Scimitar
Noble,Cleric,Dragonborn,Mace|Warhammer
Knight,Rogue,Dragonborn,Rapier|Shortbow|Dagger
Criminal,Rogue,Halfling,Shortsword|Shortbow|Dagger
Hermit,Wizard,Half-Elf,Dagger
Acolyte,Cleric,Human,"Mace|Crossbow, Light"
Acolyte,Warlock,Tiefling,"Crossbow, Light|Dagger|Sling"
Soldier,Fighter,Warforged,"Longsword|Crossbow, Light"
Outlander,Druid,Gnome,Quarterstaff|Dagger
Criminal,Rogue,Dragonborn,Shortsword|Shortsword|Dagger
Outlander,Wizard,Gnome,Dagger
Acolyte,Paladin,Human,Greatsword|Javelin
Entertainer,Bard,Human,Rapier|Dagger
Folk Hero,Sorcerer,Dragonborn,Mace|Dagger
Outlander,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Hermit,Druid,Turtle,Quarterstaff
Acolyte,Cleric,Dwarf,"Mace|Crossbow, Light"
Noble,Bard,Half-Elf,Rapier|Dagger
Sage,Druid,Elf,Quarterstaff|Dagger
Criminal,Cleric,Human,Mace|Javelin
Soldier,Cleric,Dwarf,"Crossbow, Light|Battleaxe"
Criminal,Ranger,Tabaxi,Shortsword|Longbow
Acolyte,Paladin,Half-Elf,Greatsword|Longsword|Javelin
Urchin,Ranger,Tabaxi,Shortsword|Longbow
Sailor,Rogue,Halfling,Rapier|Shortbow|Dagger
Acolyte,Sorcerer,Elf,Handaxe|Dagger
Urchin,Warlock,Tiefling,"Crossbow, Light|Dagger|Quarterstaff"
Charlatan,Bard,Half-Orc,Rapier|Dagger
Entertainer,Bard,Dwarf,Rapier|Dagger
Sailor,Monk,Dwarf,Spear|Dart|Unarmed Strike
Sage,Monk,Dragonborn,Quarterstaff|Dart|Unarmed Strike
Folk Hero,Wizard,Human,Quarterstaff
Acolyte,Cleric,Human,Mace
Noble,Cleric,Elf,Mace
Outlander,Ranger,Human,Shortsword|Longbow
Hermit,Druid,Gnome,Scimitar
Entertainer,Bard,Elf,Rapier|Dagger
Noble,Ranger,Tabaxi,Dagger|Dagger|Longbow|Rapier
Acolyte,Monk,Human,Quarterstaff|Dart|Unarmed Strike
Entertainer,Bard,Tiefling,Rapier|Dagger
Noble,Rogue,Human,Rapier|Shortbow|Dagger|Quarterstaff
Charlatan,Barbarian,Elf,Greataxe|Handaxe|Javelin
Soldier,Fighter,Dwarf,Greataxe|Handaxe|Greatsword
Criminal,Barbarian,Tiefling,Greataxe|Javelin
Folk Hero,Ranger,Genasi,Shortsword|Longbow
Outlander,Barbarian,Warforged,Greataxe|Handaxe|Javelin
Soldier,Paladin,Warforged,Rapier|Javelin
Criminal,Rogue,Tabaxi,Rapier|Shortbow|Dagger
Hermit,Fighter,Elf,"Longbow|Scimitar|Crossbow, Light|Shortsword"
Outlander,Druid,Elf,Scimitar
Hermit,Monk,Elf,Sickle|Dart|Unarmed Strike
Folk Hero,Fighter,Elf,"Longsword|Crossbow, Light"
Criminal,Ranger,Elf,Shortsword|Longbow
